x,y
http://www.wikidata.org/entity/Q106781709,1554-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106644185,1553-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107178826,1553-01-01T00:00:00Z
http://www.wikidata.org/entity/Q108634005,1553-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110553203,1553-01-01T00:00:00Z
http://www.wikidata.org/entity/Q114784895,1557-01-01T00:00:00Z
http://www.wikidata.org/entity/Q115717783,1555-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18671501,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20732985,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20733053,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20733867,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20734310,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20748876,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18756820,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18602268,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20732980,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20734141,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20734262,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q19361578,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20733269,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21289853,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q24641020,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q26758902,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q27779427,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q27865366,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29436188,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q40940433,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q46576506,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43131080,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55127955,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55126577,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55127633,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55133190,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q56184682,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52158696,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55133190,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q62511230,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q66619226,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q67787359,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q65960640,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q84827581,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q97571267,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q98673581,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q101072835,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q99529245,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q98673578,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q105964335,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q104217931,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q104666489,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q104666597,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107047874,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106397825,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106963707,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107276318,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106757083,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106757516,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106799219,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110084879,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107363597,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106397568,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106398246,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106459637,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110954491,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109938885,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109942136,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110476375,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106644148,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106757522,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110864215,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110954529,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107363583,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110440875,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109633498,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110560552,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q113027577,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109301472,1575-01-01T00:00:00Z
http://www.wikidata.org/entity/Q115456044,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110954447,1575-01-01T00:00:00Z
http://www.wikidata.org/entity/Q116237023,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q112241446,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q113591504,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q113653640,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1492589,1583-01-01T00:00:00Z
http://www.wikidata.org/entity/Q934540,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4013202,1583-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3057328,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2277501,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2820187,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4013202,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q959748,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6215666,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3182736,1577-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4483735,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7352324,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7412617,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3618976,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5800336,1576-01-01T00:00:00Z
http://www.wikidata.org/entity/Q13129192,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15630918,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q13032799,1579-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16228643,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16329964,1581-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18756820,1582-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18535591,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18535593,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18546884,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18593501,1580-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28130125,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30603059,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28612284,1587-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394951,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q41569724,1587-01-01T00:00:00Z
http://www.wikidata.org/entity/Q41618370,1587-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43395880,1587-01-01T00:00:00Z
http://www.wikidata.org/entity/Q41604846,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q46393878,1587-01-01T00:00:00Z
http://www.wikidata.org/entity/Q51880109,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52847918,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53234010,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53337570,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53350650,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53648838,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53649123,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53649152,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53793963,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53797783,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q54019060,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q56027107,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q56181673,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55133190,1586-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55133190,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55865453,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55133190,1583-01-01T00:00:00Z
http://www.wikidata.org/entity/Q60476797,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q56436225,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q56707484,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q65460390,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q65961205,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q59459731,1583-01-01T00:00:00Z
http://www.wikidata.org/entity/Q65960905,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76262101,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q75591867,1584-09-25T00:00:00Z
http://www.wikidata.org/entity/Q75646702,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q83240139,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q87366137,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q87450163,1583-01-01T00:00:00Z
http://www.wikidata.org/entity/Q96944235,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q96750267,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q97396379,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q96742575,1587-01-01T00:00:00Z
http://www.wikidata.org/entity/Q104666588,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q100269405,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106398134,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q105718800,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q104666592,1586-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107017200,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107059156,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107047973,1587-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106694349,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110313005,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107664541,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106714150,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107276632,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110954432,1587-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109482433,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q111911588,1586-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110476333,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q114077737,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q115324919,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q116790415,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2966517,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3340932,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4865233,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6119904,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7520256,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7324439,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8017051,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5931652,1586-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6933178,1586-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6778831,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7788313,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10312245,1586-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16228024,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16228704,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q17095910,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16329742,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18508524,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18576011,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18576838,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18226143,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q19569670,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20734372,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18945447,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q22000023,1589-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18744646,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q17375651,1583-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18526504,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18576741,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18819534,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q19998083,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20733229,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q23984534,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21961474,1586-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21282981,1585-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20732663,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20821436,1584-01-01T00:00:00Z
http://www.wikidata.org/entity/Q25813891,1588-01-01T00:00:00Z
http://www.wikidata.org/entity/Q33196268,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q40944503,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q41568041,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43395922,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43395923,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53234099,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53234331,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53234788,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53343682,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53350245,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q57446929,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53575806,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53647793,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53647978,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55133190,1594-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55133190,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q62566456,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q65032260,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q75405024,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q74449636,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q75610868,1593-10-27T00:00:00Z
http://www.wikidata.org/entity/Q75610869,1593-10-27T00:00:00Z
http://www.wikidata.org/entity/Q87718118,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q98673585,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q99301755,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q98673583,1595-01-01T00:00:00Z
http://www.wikidata.org/entity/Q98835951,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q102955139,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106644197,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107542738,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106694526,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107231238,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106757520,1595-01-01T00:00:00Z
http://www.wikidata.org/entity/Q108867733,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q105302899,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106397639,1594-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109938694,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107048432,1594-01-01T00:00:00Z
http://www.wikidata.org/entity/Q108715898,1595-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106693028,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106085157,1592-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109481165,1595-01-01T00:00:00Z
http://www.wikidata.org/entity/Q105987522,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q112391321,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q105548727,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q112045968,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107435577,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109482225,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q108712908,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109562238,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q111040700,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q111145560,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110280435,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q113006161,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q113363110,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q114598587,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q116269822,1590-01-30T00:00:00Z
http://www.wikidata.org/entity/Q116647059,1590-01-01T00:00:00Z
http://www.wikidata.org/entity/Q211247,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2567388,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q118141,1595-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4958598,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4865218,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3769577,1595-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3887183,1595-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5315723,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2820219,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6223171,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3182736,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3875892,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8018559,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5219905,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3484551,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5699880,1592-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7787817,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15630918,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18670976,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18531606,1597-10-01T00:00:00Z
http://www.wikidata.org/entity/Q18602831,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18922406,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20471793,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18673999,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21300758,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20734582,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20735700,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21646350,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20734445,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18762129,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16861820,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20733273,1594-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18516747,1591-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21288375,1592-01-01T00:00:00Z
http://www.wikidata.org/entity/Q23461646,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q26772628,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30703724,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28061499,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28075604,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28150655,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30322518,1593-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29436070,1592-01-01T00:00:00Z
http://www.wikidata.org/entity/Q51586743,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5599,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q84594209,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q88470264,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q98673588,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q102760418,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q102849138,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106085179,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109481803,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109650921,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109151236,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109179339,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109481502,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109481998,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q111540567,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q213961,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q250763,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q291893,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q335617,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q335887,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q343006,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q347352,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q350773,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q373963,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q448555,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q456233,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q510196,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q618869,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q654591,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q711775,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q788047,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q860250,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q875103,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q951999,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q961953,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q968278,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q996657,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1096794,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1133635,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1252620,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1268948,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1280133,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1325652,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1351363,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1372895,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1389271,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1449722,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q572593,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1639778,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1660414,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1692951,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1918359,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2045334,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2083663,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2505559,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2567388,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2714765,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1784240,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2822063,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2834840,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2846855,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2853952,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2856940,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2857512,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2863389,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2866679,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2866681,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2881593,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2884858,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2886126,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2900664,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2905809,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2960601,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2976671,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2977594,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2989506,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3035464,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3052283,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3081071,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3081931,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3085107,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3086144,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3105428,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3106372,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3106932,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3128112,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3135307,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3159288,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3159701,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3160096,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3160294,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3170480,1600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3171206,1600-01-01T00:00:00Z
